,vessel 0,vessel 1,vessel 2,vessel 3,vessel 4,vessel 5,vessel 6,vessel 7,vessel 8,vessel 9,vessel 10,vessel 11,vessel 12,vessel 13,vessel 14,vessel 15,vessel 16,vessel 17,vessel 18,vessel 19,vessel 20,vessel 21,vessel 22,vessel 23,vessel 24,vessel 25,vessel 26,vessel 27,vessel 28,vessel 29
vessel 0,0,8,14,5,4,9,13,10,13,5,4,9,13,10,7,16,15,3,1,11,12,15,4,10,12,5,7,6,13,1
vessel 1,4,0,9,10,13,10,7,12,12,9,13,9,11,5,15,9,8,15,13,2,10,5,1,1,5,9,11,7,15,10
vessel 2,4,8,0,7,2,3,2,5,15,4,3,10,2,14,10,14,3,1,6,14,8,3,11,9,7,2,1,10,5,14
vessel 3,10,11,4,0,2,15,6,5,1,16,14,6,0,5,2,5,3,8,10,4,12,10,7,6,9,5,11,0,10,8
vessel 4,8,8,9,11,0,0,12,14,16,11,11,10,13,10,4,7,6,6,9,12,9,4,4,3,2,10,4,2,16,11
vessel 5,11,12,10,8,9,0,13,12,7,5,5,2,13,11,9,12,3,12,2,6,9,9,11,3,7,5,14,6,6,11
vessel 6,17,11,6,10,6,6,0,10,9,4,6,14,12,11,16,3,4,14,9,4,3,5,11,3,3,4,12,8,11,12
vessel 7,9,8,1,3,9,12,5,0,2,14,16,14,8,2,3,13,10,12,15,15,6,9,6,4,8,5,6,9,4,14
vessel 8,8,6,9,14,9,7,12,7,0,15,6,14,14,5,9,15,16,6,17,1,11,11,8,14,11,4,2,2,4,3
vessel 9,6,14,11,9,2,10,12,12,5,0,8,5,10,13,5,12,7,14,4,13,15,13,4,9,6,11,7,3,11,2
vessel 10,7,8,12,7,3,3,11,7,8,15,0,5,7,17,12,12,3,11,4,2,13,12,4,10,8,3,8,3,1,15
vessel 11,12,10,2,10,9,4,1,14,3,2,6,0,15,8,6,9,6,13,2,12,11,10,2,1,1,4,12,6,12,10
vessel 12,9,3,13,13,9,11,11,8,1,8,1,1,0,13,10,7,1,8,5,0,14,9,9,6,6,16,8,1,8,11
vessel 13,7,6,12,1,9,4,4,1,0,5,9,1,7,0,15,11,16,10,17,11,11,6,4,11,3,14,4,8,12,13
vessel 14,14,8,5,14,11,10,3,7,8,7,4,16,14,2,0,15,1,13,15,8,8,7,4,14,12,8,11,8,3,11
vessel 15,4,13,8,13,7,11,5,14,11,12,6,1,13,11,13,0,14,0,0,3,5,10,8,13,11,15,4,15,13,11
vessel 16,7,8,12,5,15,5,12,13,5,7,15,14,8,13,5,15,0,12,14,12,6,12,12,10,10,14,4,15,7,9
vessel 17,7,13,4,14,10,5,7,5,7,14,14,13,10,6,12,7,2,0,10,1,4,3,3,4,7,16,10,9,8,0
vessel 18,16,9,14,4,8,3,9,8,6,3,11,7,16,1,12,11,14,9,0,7,3,9,15,9,2,3,9,4,14,6
vessel 19,8,10,5,10,5,1,9,2,13,7,11,13,7,13,3,7,6,5,3,0,2,13,10,1,14,14,14,5,7,14
vessel 20,10,8,4,14,7,1,12,10,10,12,0,14,1,7,2,4,16,7,3,3,0,4,5,4,17,6,10,11,14,2
vessel 21,15,5,11,14,1,9,13,9,13,1,11,12,14,3,4,5,12,10,4,9,7,0,7,12,14,10,11,14,1,5
vessel 22,11,9,13,9,5,6,11,11,1,5,14,8,8,13,10,4,1,4,10,15,6,7,0,5,14,11,1,7,5,7
vessel 23,9,1,14,6,15,5,7,4,15,7,3,8,11,17,9,3,1,9,15,16,6,12,7,0,16,5,16,6,13,13
vessel 24,2,7,3,7,14,9,8,8,12,10,8,15,14,12,8,5,4,3,6,2,10,13,9,4,0,11,8,7,10,4
vessel 25,14,5,9,7,6,6,8,11,3,0,9,10,12,12,11,13,9,12,12,13,1,9,6,6,10,0,7,6,16,13
vessel 26,1,7,6,1,14,8,5,5,13,5,4,11,8,12,0,12,15,2,5,11,8,12,7,11,7,13,0,12,5,15
vessel 27,3,7,14,10,5,5,3,16,4,3,6,7,6,3,11,4,14,9,12,4,14,6,3,7,6,13,7,0,11,6
vessel 28,14,13,4,10,5,8,12,12,15,15,12,12,15,11,7,6,2,8,12,6,16,4,14,4,6,12,13,10,0,12
vessel 29,7,5,11,15,8,9,18,4,13,2,4,14,7,8,8,9,8,7,11,9,14,13,16,15,12,7,16,2,0,0
